"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"John Deere Promised Farmers It Would Make Tractors Easy to Repair. It Lied. More great #righttorepair coverage from… https://t.co/zsFEkrRRfx",FALSE,7,NA,2021-02-19 16:23:41,TRUE,NA,"1362800029640105990",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","securepairs",1,FALSE,FALSE,NA,NA
"RT @kevin_oreilly7: Senator Bradley is fighting for Florida farmers’ #RightToRepair. If you live in FL, call your state senators and tell t…",FALSE,0,NA,2021-02-19 16:09:03,FALSE,NA,"1362796347745841155",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheGreenSwan2",3,TRUE,FALSE,NA,NA
"RT @kevin_oreilly7: Senator Bradley is fighting for Florida farmers’ #RightToRepair. If you live in FL, call your state senators and tell t…",FALSE,0,NA,2021-02-19 16:03:35,FALSE,NA,"1362794972081225733",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",3,TRUE,FALSE,NA,NA
"Senator Bradley is fighting for Florida farmers’ #RightToRepair. If you live in FL, call your state senators and te… https://t.co/GcvHJiH0dP",FALSE,4,NA,2021-02-19 16:03:01,TRUE,NA,"1362794831320395780",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kevin_oreilly7",3,FALSE,FALSE,NA,NA
"John Deere made an commitment with #farmers to improve #RightToRepair and has not made much if any progress toward… https://t.co/8HGA9sG67F",FALSE,1,NA,2021-02-19 15:59:52,TRUE,NA,"1362794037263138816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ty_406",0,FALSE,FALSE,NA,NA
"RT @amgreentweets: Farm equipment manufacturers made a promise that critical repair tools would be available to farmers...they didn't keep…",FALSE,0,NA,2021-02-19 15:57:12,FALSE,NA,"1362793363582418955",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kevin_oreilly7",4,TRUE,FALSE,NA,NA
"RT @RestartProject: Binding #RighttoRepair regulation is the only way forward. https://t.co/kSN1oy6pYS",FALSE,0,NA,2021-02-19 15:56:59,FALSE,NA,"1362793309077438466",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RestartProject",3,TRUE,FALSE,NA,NA
"RT @emilyscarr: Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripping off…",FALSE,0,NA,2021-02-19 15:55:06,FALSE,NA,"1362792837117534219",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kevin_oreilly7",8,TRUE,FALSE,NA,NA
"RT @huiskonaut: We've been saying it for years: Products that can be mended &amp; devices that can be repaired strengthen our regional economie…",FALSE,0,NA,2021-02-19 15:06:42,FALSE,NA,"1362780658850885632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MendItAussie",3,TRUE,FALSE,NA,NA
"Because A&gt; printers add colored ink to black output to make it sweeter and denser, and B&gt; printer manufacturers try… https://t.co/SWENxoBDfs",FALSE,1,NA,2021-02-19 15:05:27,TRUE,NA,"1362780343825141762",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pen_Bird",0,FALSE,FALSE,NA,NA
"My family had a farm. My In-Laws still does. They had a tractor break last spring. Dealer lead time 3 weeks. That c… https://t.co/e4s7V62s2Q",FALSE,7,NA,2021-02-19 15:00:41,TRUE,NA,"1362779143688118274",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BrainiacMicro",0,FALSE,FALSE,NA,NA
"RT @emilyscarr: Repair restrictions impact our lives in so many ways. From today’s Sunpapers, “Maryland could become the first state in the…",FALSE,0,NA,2021-02-19 14:53:20,FALSE,NA,"1362777294763397121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cicigici",14,TRUE,FALSE,NA,NA
"RT @emilyscarr: Great piece from @MaddiONeill talking to local farmers on the need for expanded access to repair for Maryland farmers. #Rig…",FALSE,0,NA,2021-02-19 14:53:03,FALSE,NA,"1362777219941163020",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cicigici",1,TRUE,FALSE,NA,NA
"RT @emilyscarr: Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripping off…",FALSE,0,NA,2021-02-19 14:52:12,FALSE,NA,"1362777005968785408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cicigici",8,TRUE,FALSE,NA,NA
"Great piece from @MaddiONeill talking to local farmers on the need for expanded access to repair for Maryland farme… https://t.co/nVFcowW5oc",FALSE,7,NA,2021-02-19 14:50:23,TRUE,NA,"1362776551708884993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilyscarr",1,FALSE,FALSE,NA,NA
"This is enraging.
When you own a thing you should be able to do what you want with it, including repairs. Keeping a… https://t.co/mDc3faaWt6",FALSE,0,NA,2021-02-19 14:45:28,TRUE,NA,"1362775315387469829",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KensAudioBoston",0,FALSE,FALSE,NA,NA
"While waiting on parts, I’ve been working on this. That one hits close to my heart. The best motherboard I ever had… https://t.co/THE2VVGmOc",FALSE,1,NA,2021-02-19 14:42:59,TRUE,NA,"1362774688351584260",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrainiacMicro",0,FALSE,FALSE,NA,NA
"#RightToRepair @kearney_ag https://t.co/13LS51h7Tn",FALSE,0,NA,2021-02-19 14:42:22,FALSE,NA,"1362774534474985473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EileenMJahn",0,FALSE,FALSE,NA,NA
"The @RestartProject reminds us of the benefits of reusing and repairing our technology<U+267B><U+FE0F><U+0001F49A> #RighttoRepair

Learn abo… https://t.co/M0zd8YqTHG",FALSE,0,NA,2021-02-19 14:35:00,TRUE,NA,"1362772678373998594",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","brentcrosstown",0,FALSE,FALSE,NA,NA
"RT @huiskonaut: We've been saying it for years: Products that can be mended &amp; devices that can be repaired strengthen our regional economie…",FALSE,0,NA,2021-02-19 14:31:33,FALSE,NA,"1362771809960099842",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GAIAnoburn",3,TRUE,FALSE,NA,NA
"RT @GoughGough5: #RightToRepair https://t.co/w1k3gTQhLt",FALSE,0,NA,2021-02-19 14:19:05,FALSE,NA,"1362768675279937537",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HarleyTales",2,TRUE,FALSE,NA,NA
"John Deere Promised Farmers It Would Make Tractors Easy to Repair. It Lied. Three years ago, tractor manufacturers… https://t.co/l57srmhmAh",FALSE,2,NA,2021-02-19 14:17:34,TRUE,NA,"1362768291203342338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","warriors_mom",0,FALSE,FALSE,NA,NA
"RT @amgreentweets: Farm equipment manufacturers made a promise that critical repair tools would be available to farmers...they didn't keep…",FALSE,0,NA,2021-02-19 14:11:14,FALSE,NA,"1362766697216675843",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BobbyTechHaus",4,TRUE,FALSE,NA,NA
"#RightToRepair https://t.co/w1k3gTQhLt",FALSE,6,NA,2021-02-19 14:10:57,FALSE,NA,"1362766625188032513",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GoughGough5",2,FALSE,FALSE,NA,NA
"RT @emilyscarr: Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripping off…",FALSE,0,NA,2021-02-19 14:09:59,FALSE,NA,"1362766384942493697",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amgreentweets",8,TRUE,FALSE,NA,NA
"Incredible Offers On Brake Parts! Shipped for Free Across Canada. 

#PartsAvatar #Canada #freeshipping #Brakeparts… https://t.co/4i0vOZtgKe",FALSE,0,NA,2021-02-19 14:09:45,TRUE,NA,"1362766324795985928",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","partsavatar",0,FALSE,FALSE,NA,NA
"RT @amgreentweets: Farm equipment manufacturers made a promise that critical repair tools would be available to farmers...they didn't keep…",FALSE,0,NA,2021-02-19 14:08:44,FALSE,NA,"1362766070709379073",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",4,TRUE,FALSE,NA,NA
"Farm equipment manufacturers made a promise that critical repair tools would be available to farmers...they didn't… https://t.co/uvFx99C6aW",FALSE,7,NA,2021-02-19 14:07:50,TRUE,NA,"1362765843352985600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amgreentweets",4,FALSE,FALSE,NA,NA
"RT @emilyscarr: Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripping off…",FALSE,0,NA,2021-02-19 14:05:51,FALSE,NA,"1362765344205664256",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",8,TRUE,FALSE,NA,NA
"RT @emilyscarr: Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripping off…",FALSE,0,NA,2021-02-19 14:01:42,FALSE,NA,"1362764298766987267",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RishiYShah",8,TRUE,FALSE,NA,NA
"RT @daveborghuis: John Deere beloofde in 2018 dat iedereen de tools krijgt om zijn apparatuur te repareren, fast forward naar 2021 blijkt d…",FALSE,0,NA,2021-02-19 13:52:34,FALSE,NA,"1362762002175827970",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ji_Yong_L",10,TRUE,FALSE,NA,NA
"#RightToRepair https://t.co/Xx23uyNM3R",FALSE,1,NA,2021-02-19 13:42:24,FALSE,NA,"1362759443210002434",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MrColeMartin",0,FALSE,FALSE,NA,NA
"RT @huiskonaut: We've been saying it for years: Products that can be mended &amp; devices that can be repaired strengthen our regional economie…",FALSE,0,NA,2021-02-19 13:15:47,FALSE,NA,"1362752743774040066",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","R2REurope",3,TRUE,FALSE,NA,NA
"Reporters love pictures of tractors, but this bill includes all your other digital stuff -- that you should be able… https://t.co/Y3sy70fbxI",FALSE,2,NA,2021-02-19 13:15:36,TRUE,NA,"1362752696822861824",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RepairCoalition",0,FALSE,FALSE,NA,NA
"@MendItAussie @eevblog @Fix_It_Workshop @oldturkey03 Story Time: I live in Canada. There's snow, and snow melts. Me… https://t.co/nYB2rZ2j47",FALSE,2,"MendItAussie",2021-02-19 13:10:46,TRUE,"1362737488079454211","1362751482538438656","2426396108","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BrainiacMicro",0,FALSE,FALSE,NA,NA
"Precisely - ""you will own nothing and you will like it.""  But I resist the Alamo analogy because all the good guy f… https://t.co/Uxu0vNW2P6",FALSE,5,NA,2021-02-19 13:06:47,TRUE,NA,"1362750477595672576",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RepairCoalition",0,FALSE,FALSE,NA,NA
"2/2...#RightToRepair as-is will result in legislation sparing big corporations from compulsory IP access, while for… https://t.co/UYiSNwqFct",FALSE,0,"ElectronicsIxe",2021-02-19 13:05:03,TRUE,"1362748489969537030","1362750042512052228","1233731272712671232","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ElectronicsIxe",0,FALSE,FALSE,NA,NA
"Support the #righttorepair https://t.co/GR5yTDT7cy",FALSE,0,NA,2021-02-19 13:01:01,FALSE,NA,"1362749028988055552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coaltrain0",0,FALSE,FALSE,NA,NA
"1/2 Proper solution to companies like @JohnDeere making their products effectively impossible for owners to repair… https://t.co/NCDiIFRHnN",FALSE,0,NA,2021-02-19 12:58:53,TRUE,NA,"1362748489969537030",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ElectronicsIxe",0,FALSE,FALSE,NA,NA
"RT @WiGoTECHRepair: WiGoMan Blog - Tech Care (Repair, Reuse, Recycle) Industry Leader: WHY JOIN A PROFESSIONAL ASSOCIATION? #TechRepair #Ri…",FALSE,0,NA,2021-02-19 12:51:41,FALSE,NA,"1362746679422840838",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TechCareOrg1",1,TRUE,FALSE,NA,NA
"We need #RightToRepair <U+0001F914><U+0001F447> https://t.co/UzfcX74dQX",FALSE,3,NA,2021-02-19 12:48:14,FALSE,NA,"1362745811608760323",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OpenSourceEV",0,FALSE,FALSE,NA,NA
"RT @DrRimmer: Existing consumer right to repair protections are not enough: ACCC https://t.co/qggtG2uaX7 via @ZDNet &amp; @achanthadavong #ausl…",FALSE,0,NA,2021-02-19 12:41:41,FALSE,NA,"1362744160244015109",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DrRimmer",2,TRUE,FALSE,NA,NA
"RT @petarostojic: El “derecho a reparar” y cómo Francia promueve la #economíacircular a través del ”indice de reparabilidad”. https://t.co/…",FALSE,0,NA,2021-02-19 12:26:09,FALSE,NA,"1362740254730579982",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ggmolinap",2,TRUE,FALSE,NA,NA
"RT @petarostojic: El “derecho a reparar” y cómo Francia promueve la #economíacircular a través del ”indice de reparabilidad”. https://t.co/…",FALSE,0,NA,2021-02-19 12:20:17,FALSE,NA,"1362738776095805441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EcoCircular_Arg",2,TRUE,FALSE,NA,NA
"RT @emilyscarr: Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripping off…",FALSE,0,NA,2021-02-19 12:10:44,FALSE,NA,"1362736372155613184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","garbourgeoisie",8,TRUE,FALSE,NA,NA
"RT @emilyscarr: Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripping off…",FALSE,0,NA,2021-02-19 12:08:04,FALSE,NA,"1362735703369646085",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EnvironmentMD",8,TRUE,FALSE,NA,NA
"Good morning to everyone except electronic equipment manufacturers who’s anti-consumer repair restrictions are ripp… https://t.co/zxF3NNy6o2",FALSE,18,NA,2021-02-19 12:00:39,TRUE,NA,"1362733834983403520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilyscarr",8,FALSE,FALSE,NA,NA
"RT @daveborghuis: John Deere beloofde in 2018 dat iedereen de tools krijgt om zijn apparatuur te repareren, fast forward naar 2021 blijkt d…",FALSE,0,NA,2021-02-19 11:28:45,FALSE,NA,"1362725806913576961",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PcLewenborg",10,TRUE,FALSE,NA,NA
"#righttorepair. #deere screwed farmers again by lying and obfuscating. https://t.co/fy7QgYCxCM",FALSE,1,NA,2021-02-19 11:05:12,FALSE,NA,"1362719882291208192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","calimccammon",0,FALSE,FALSE,NA,NA
"@jason_koebler #LouisRossman #RightToRepair @the_spacebro",FALSE,0,"jason_koebler",2021-02-19 10:59:24,FALSE,"1362468200911278082","1362718422736400387","16714347","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ALBINORHINOTIM",0,FALSE,FALSE,NA,NA
"@jason_koebler #LouisRossman #RightToRepair @the_spacebro",FALSE,1,"jason_koebler",2021-02-19 10:59:03,FALSE,"1362467205653258240","1362718334232317955","16714347","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ALBINORHINOTIM",0,FALSE,FALSE,NA,NA
"RT @daveborghuis: John Deere beloofde in 2018 dat iedereen de tools krijgt om zijn apparatuur te repareren, fast forward naar 2021 blijkt d…",FALSE,0,NA,2021-02-19 10:48:33,FALSE,NA,"1362715691175059458",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Piratenpartij",10,TRUE,FALSE,NA,NA
"Existing consumer right to repair protections are not enough: ACCC https://t.co/qggtG2uaX7 via @ZDNet &amp;… https://t.co/5CchbHcq5T",FALSE,2,NA,2021-02-19 10:43:16,TRUE,NA,"1362714362880745473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DrRimmer",2,FALSE,FALSE,NA,NA
"RT @daveborghuis: John Deere beloofde in 2018 dat iedereen de tools krijgt om zijn apparatuur te repareren, fast forward naar 2021 blijkt d…",FALSE,0,NA,2021-02-19 10:42:42,FALSE,NA,"1362714217921601539",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","EvertvanVliet",10,TRUE,FALSE,NA,NA
"RT @daveborghuis: John Deere beloofde in 2018 dat iedereen de tools krijgt om zijn apparatuur te repareren, fast forward naar 2021 blijkt d…",FALSE,0,NA,2021-02-19 10:35:08,FALSE,NA,"1362712315964047362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lex_ph2lb",10,TRUE,FALSE,NA,NA
"RT @daveborghuis: John Deere beloofde in 2018 dat iedereen de tools krijgt om zijn apparatuur te repareren, fast forward naar 2021 blijkt d…",FALSE,0,NA,2021-02-19 10:34:50,FALSE,NA,"1362712238801436675",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wabrandsma",10,TRUE,FALSE,NA,NA
"John Deere beloofde in 2018 dat iedereen de tools krijgt om zijn apparatuur te repareren, fast forward naar 2021 bl… https://t.co/duhPLvHqpb",FALSE,11,NA,2021-02-19 10:33:29,TRUE,NA,"1362711898148524033",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","daveborghuis",10,FALSE,FALSE,NA,NA
"RT @RishiYShah: Right To Repair ""is a really important opportunity for us to support a cleaner environment and make sure consumers are gett…",FALSE,0,NA,2021-02-19 09:56:59,FALSE,NA,"1362702714304684032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MlcWing",5,TRUE,FALSE,NA,NA
"RT @katiefryhester: Farmers have had our back through this pandemic.  Now it’s time to stand up for them to have the #RightToRepair !!! @Je…",FALSE,0,NA,2021-02-19 09:54:03,FALSE,NA,"1362701976287514625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MlcWing",5,TRUE,FALSE,NA,NA
"""Inspired walking the streets of her Mumbai neighbourhood as a child, Veena observed almost everything was reused a… https://t.co/nZe0IYMpSH",FALSE,2,NA,2021-02-19 08:52:46,TRUE,NA,"1362686552111947776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MendItAussie",0,FALSE,FALSE,NA,NA
"How can #OEMs and service providers get ready for the #RightToRepair era? Learn how the #Otonomo #VehicleData Platf… https://t.co/CktO4OBTxD",FALSE,3,NA,2021-02-19 08:47:52,TRUE,NA,"1362685318697082882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","otonomo_",1,FALSE,FALSE,NA,NA
"RT @RestartProject: Binding #RighttoRepair regulation is the only way forward.",FALSE,0,NA,2021-02-19 08:41:32,FALSE,NA,"1362683725180530690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BathFreegle",3,TRUE,FALSE,NA,NA
"Binding #RighttoRepair regulation is the only way forward. https://t.co/kSN1oy6pYS",FALSE,9,NA,2021-02-19 08:22:01,FALSE,NA,"1362678814774591489",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RestartProject",3,FALSE,FALSE,NA,NA
"You can't let them get a beachhead or you will never stop this creep until you lease everything. You will own nothi… https://t.co/Q2dCJMijSJ",FALSE,1,NA,2021-02-19 08:10:04,TRUE,NA,"1362675806191910914",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mant76",0,FALSE,FALSE,NA,NA
"#JohnDeere has lied about the right to repair coming in 2021, which is putting further financial pressure on small… https://t.co/icF5ffbxuc",FALSE,0,NA,2021-02-19 08:00:13,TRUE,NA,"1362673327093997574",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JoeWBowles",0,FALSE,FALSE,NA,NA
"Deere in the @uspirg spotlight https://t.co/Se3dGaalzJ #RightToRepair",FALSE,0,"MendItAussie",2021-02-19 06:47:20,FALSE,"1362640160739921925","1362654988661452803","2426396108","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MendItAussie",0,FALSE,FALSE,NA,NA
"@jason_koebler #RightToRepair @Huskers , You have no idea how much money farmers will save fixing their own equipme… https://t.co/ArPip0wHlv",FALSE,2,"jason_koebler",2021-02-19 06:42:17,TRUE,"1362467205653258240","1362653717183352835","16714347","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BohunkHusker",0,FALSE,FALSE,NA,NA
"RT @lyssaslounge: This is seriously f***ed up. But also, sadly, utterly unsurprising. John Deere will make beautiful statements and spread…",FALSE,0,NA,2021-02-19 06:35:07,FALSE,NA,"1362651911166509058",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","smiddi",1,TRUE,FALSE,NA,NA
"Interesting take from US colleagues @TACD_Consumers : #RightToRepair should not be limited to consumer products… https://t.co/2uU1Vv8608",FALSE,5,NA,2021-02-19 06:16:22,TRUE,NA,"1362647194772393988",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","moniquegoyens",0,FALSE,FALSE,NA,NA
"RT @R2REurope: Study by @GAIAnoburn found repair creates 200 times as many jobs as landfills &amp; incineration with an average of 404 jobs/10,…",FALSE,0,NA,2021-02-19 05:26:48,FALSE,NA,"1362634720492867597",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","remadenetwork",15,TRUE,FALSE,NA,NA
"RT @R2REurope: Study by @GAIAnoburn found repair creates 200 times as many jobs as landfills &amp; incineration with an average of 404 jobs/10,…",FALSE,0,NA,2021-02-19 05:14:26,FALSE,NA,"1362631607006285826",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oldturkey03",15,TRUE,FALSE,NA,NA
"5 years ago today the repair industry, represented by @iFixit and @RepairCoalition, successfully pressured Apple to… https://t.co/wx2D4iJ7c4",FALSE,5,NA,2021-02-19 04:15:45,TRUE,NA,"1362616840380420103",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fixthew0rld",0,FALSE,FALSE,NA,NA
"#RightToRepair: John Deere Promised Farmers It Would Make Tractors Easy to Repair. It Lied.  https://t.co/J0I3AktAjG",FALSE,3,NA,2021-02-19 03:49:08,FALSE,NA,"1362610140101414912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DelRayMan",0,FALSE,FALSE,NA,NA
"RT @NebraskaSower: @aksarbent @DaveDomina @Margoandhow @janekleeb @riotwomennn @Patty4Nebraska @Adam_Morfeld 

""In an attempt to address ou…",FALSE,0,NA,2021-02-19 02:52:33,FALSE,NA,"1362595903375368193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cletushusker",4,TRUE,FALSE,NA,NA
"#RightToRepair #FightToRepair https://t.co/k6Agqx9XZm",FALSE,0,NA,2021-02-19 02:41:31,FALSE,NA,"1362593127345909761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WillyG_21_",0,FALSE,FALSE,NA,NA
"@jason_koebler So is there a class-action lawsuit or what now?!? #JohnDeere #DiagnosticTools #RightToRepair <U+0001F97A><U+2696><U+FE0F><U+0001F6E0><U+2699><U+FE0F>",FALSE,0,"jason_koebler",2021-02-19 02:07:18,FALSE,"1362468998219059201","1362584513281466377","16714347","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDeniseFolsom",0,FALSE,FALSE,NA,NA
"RT @amgreentweets: Farmers feed us -- but they can't fix the equipment they own. Manufacturers block access to critical software tools, whi…",FALSE,0,NA,2021-02-19 01:38:45,FALSE,NA,"1362577329873055744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oldturkey03",4,TRUE,FALSE,NA,NA
"#RightToRepair Damn you Deere just let John and Bill try to fix it. They might break something else and just have t… https://t.co/vn4QhVeQbL",FALSE,0,NA,2021-02-19 01:33:47,TRUE,NA,"1362576078187814917",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bendingunit23",0,FALSE,FALSE,NA,NA
"I grew up and Central Wisconsin. Many farmers avoided #JohnDeere because of the excessive cost to buy and keep runn… https://t.co/TcISS5ydUG",FALSE,0,NA,2021-02-19 01:30:55,TRUE,NA,"1362575360009920520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pthavlena",0,FALSE,FALSE,NA,NA
"@CodyLibolt so that would also make #RightToRepair a human right",FALSE,0,"CodyLibolt",2021-02-19 01:19:18,FALSE,"1362555163941040131","1362572434327666693","2452037234","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","palgramming",0,FALSE,FALSE,NA,NA
"RT @RishiYShah: Right To Repair ""is a really important opportunity for us to support a cleaner environment and make sure consumers are gett…",FALSE,0,NA,2021-02-19 01:09:48,FALSE,NA,"1362570045331750912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katiefryhester",5,TRUE,FALSE,NA,NA
"This is seriously f***ed up. But also, sadly, utterly unsurprising. John Deere will make beautiful statements and s… https://t.co/TCucW3VyjR",FALSE,3,NA,2021-02-19 01:00:25,TRUE,NA,"1362567681505857538",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lyssaslounge",1,FALSE,FALSE,NA,NA
"WiGoMan Blog - Tech Care (Repair, Reuse, Recycle) Industry Leader: WHY JOIN A PROFESSIONAL ASSOCIATION? #TechRepair… https://t.co/mQvhZ8AlqX",FALSE,0,NA,2021-02-19 00:44:43,TRUE,NA,"1362563732728147977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WiGoTECHRepair",1,FALSE,FALSE,NA,NA
